season,player,team,votes
1997,Jess Sinclair,Dockers,2
1997,Jonathon Robran,Hawks,2
1997,Angelo Lekkas,Hawks,2
1997,Michael Gale,Tigers,2
1997,Mark Bayes,Swans,2
1997,Andrew McKay,Blues,2
1997,Glenn Manton,Blues,2
1997,Robert Powell,Tigers,2
1997,Tristan Lynch,Lions,2
1997,Matthew Connell,Crows,2
1997,Darren Hulme,Blues,2
1997,Glenn Lovett,Demons,2
1997,Mark Mercuri,Bombers,2
1997,Tony Brown,Saints,2
1997,Shaun Rehn,Crows,2
1997,David Bourke,Tigers,2
1997,Michael Long,Bombers,2
1997,Scott Crow,Magpies,2
1997,Glen Jakovich,Eagles,2
1997,Craig McRae,Lions,2
1997,Peter Bell,Kangaroos,2
1997,Shane Woewodin,Demons,2
1997,Michael Sexton,Blues,2
1997,Matthew Lappin,Saints,2
1997,Peter Vardy,Crows,2
1997,Heath Black,Dockers,2
1997,Tony Modra,Crows,1
1997,Richard Taylor,Hawks,1
1997,Matthew Croft,Bulldogs,1
1997,Greg Stafford,Swans,1
1997,Andrew McLeod,Crows,1
1997,Ben Allan,Dockers,1
1997,Daniel Bandy,Dockers,1
1997,Gary O'Donnell,Bombers,1
1997,Aaron Hamill,Blues,1
1997,Jason Akermanis,Lions,1
1997,Tony Lockett,Swans,1
1997,Michael Gardiner,Eagles,1
1997,Craig Sholl,Kangaroos,1
1997,John Worsfold,Eagles,1
1997,Ben Cousins,Eagles,1
1997,Peter Somerville,Bombers,1
1997,Justin Murphy,Blues,1
1997,Alastair Clarkson,Demons,1
1997,Tim Hargreaves,Cats,1
1997,Tony Francis,Magpies,1
1997,Jason Mooney,Swans,1
1997,David Pittman,Crows,1
1997,Justin Blumfield,Bombers,1
1997,Darryl White,Lions,1
1997,Tony Woods,Hawks,1
1997,Josh Francou,Power,1
1997,Alex McDonald,Magpies,1
1997,Dean Rice,Blues,1
1997,Brendon Gale,Tigers,1
1997,David Schwarz,Demons,1
1997,Daniel Southern,Bulldogs,1
1997,Andrew Schauble,Magpies,1
1997,Scott McIvor,Lions,1
1998,Robert Harvey W,Saints,32
1998,Nathan Buckley,Magpies,24
1998,Scott West,Bulldogs,23
1998,Shaun Rehn,Crows,22
1998,Mark Ricciuto,Crows,21
1998,Todd Viney,Demons,20
1998,Wayne Carey,Kangaroos,20
1998,Ben Cousins,Eagles,18
1998,Fraser Brown,Blues,18
1998,Matthew Knights,Tigers,18
1998,Shane Crawford,Hawks,16
1998,Tony Lockett,Swans,15
1998,Wayne Schwass,Swans,15
1998,Garry Hocking,Cats,14
1998,Paul Salmon,Hawks,14
1998,Daryn Cresswell,Swans,13
1998,Scott Wynd,Bulldogs,12
1998,Steven Febey,Demons,12
1998,Matthew Burton,Dockers,12
1998,Chris Grant,Bulldogs,11
1998,Jeff White,Demons,11
1998,Greg Stafford,Swans,11
1998,David King,Kangaroos,11
1998,Brad Sholl,Cats,11
1998,Andrew McLeod,Crows,10
1998,Craig Bradley,Blues,10
1998,Brendon Gale,Tigers,10
1998,Anthony Stevens,Kangaroos,9
1998,Peter Everitt,Saints,9
1998,Jason Dunstall,Hawks,9
1998,Glenn Archer,Kangaroos,9
1998,Jose Romero,Bulldogs,9
1998,Damien Hardwick,Bombers,9
1998,Nick Daffy,Tigers,9
1998,Matthew Nicks,Swans,9
1998,Sean Wellman,Bombers,8
1998,Scott Lucas,Bombers,8
1998,David Calthorpe,Bombers,8
1998,Lance Whitnall,Blues,8
1998,Fraser Gehrig,Eagles,7
1998,Darren Gaspar,Tigers,7
1998,Scott Camporeale,Blues,7
1998,Josh Francou,Power,7
1998,Brad Johnson,Bulldogs,7
1998,Michael Voss,Lions,7
1998,Jarrad Schofield,Eagles,6
1998,Stewart Loewe,Saints,6
1998,Peter Matera,Eagles,6
1998,Anthony Ingerson,Demons,6
1998,David Mensch,Cats,6
1998,Ashley McIntosh,Eagles,6
1998,Paul Williams,Magpies,6
1998,Stephen Tingay,Demons,6
1998,Leigh Colbert,Cats,6
1998,John Stevens,Swans,6
1998,Darryl White,Lions,6
1998,Paul Broderick,Tigers,6
1998,Shane Woewodin,Demons,6
1998,Jeff Farmer,Demons,6
1998,Rohan Smith,Bulldogs,6
1998,Anthony Rock,Kangaroos,5
1998,Jess Sinclair,Dockers,5
1998,Matthew Lloyd,Bombers,5
1998,Dean Kemp,Eagles,5
1998,Kym Koster,Crows,5
1998,Saverio Rocca,Magpies,5
1998,Brett Montgomery,Bulldogs,5
1998,Shaun Hart,Lions,5
1998,Glen Jakovich,Eagles,5
1998,Troy Bond,Crows,5
1998,Nathan Eagleton,Power,5
1998,Ben Harrison,Tigers,5
1998,Brendon Lade,Power,5
1998,Nick Holland,Hawks,4
1998,Aaron Lord,Hawks,4
1998,Warren Tredrea,Power,4
1998,Drew Banfield,Eagles,4
1998,Paul Symmons,Eagles,4
1998,Jim Stynes,Demons,4
1998,Matthew Young,Saints,4
1998,Matthew Primus,Power,4
1998,Darren Jarman,Crows,4
1998,Matthew Allan,Blues,4
1998,Nigel Smart,Crows,4
1998,Michael Wilson,Power,4
1998,Mark Mercuri,Bombers,4
1998,Wayne Campbell,Tigers,4
1998,Justin Peckett,Saints,4
1998,Brent Harvey,Kangaroos,4
1998,Steven Kolyniuk,Bulldogs,4
1998,Matthew Clarke,Lions,4
1998,Andrew Thompson,Saints,4
1998,Alex McDonald,Magpies,4
1998,Nathan Burke,Saints,4
1998,Steven Lawrence,Lions,4
1998,Jason Norrish,Dockers,4
1998,James Hird,Bombers,4
1998,Peter Vardy,Crows,4
1998,Marcus Ashcroft,Lions,3
1998,Sean Simpson,Cats,3
1998,Scott Cummings,Power,3
1998,Michael Braun,Eagles,3
1998,Nick Stevens,Power,3
1998,Mark Roberts,Kangaroos,3
1998,Brett Spinks,Cats,3
1998,Andrew Wills,Dockers,3
1998,Chris Lewis,Eagles,3
1998,Adrian Fletcher,Dockers,3
1998,Byron Pickett,Kangaroos,3
1998,Dale Kickett,Dockers,3
1998,Darren Mead,Power,3
1998,Darryl Poole,Power,3
1998,Gavin Wanganeen,Power,3
1998,Ben Graham,Cats,3
1998,Justin Murphy,Blues,3
1998,Daniel Harford,Hawks,3
1998,Shannon Grant,Kangaroos,3
1998,Joe Misiti,Bombers,3
1998,Jon Hassall,Hawks,3
1998,Matthew Febey,Demons,3
1998,Brett Ratten,Blues,3
1998,Scott Russell,Magpies,3
1998,Brenton Sanderson,Cats,3
1998,Andrew Dunkley,Swans,3
1998,Shayne Breuer,Power,3
1998,Ashley Prescott,Tigers,3
1998,Craig Treleven,Hawks,3
1998,Donald Dickie,Power,3
1998,Nathan Bassett,Crows,3
1998,Winston Abraham,Kangaroos,2
1998,David Sierakowski,Saints,2
1998,Gary Moorcroft,Bombers,2
1998,Darryl Wakelin,Saints,2
1998,Jason Ball,Eagles,2
1998,Brad Dodd,Dockers,2
1998,Adam Heuskes,Power,2
1998,Peter Riccardi,Cats,2
1998,Jason Akermanis,Lions,2
1998,Liam Pickering,Cats,2
1998,Gavin Crosisca,Magpies,2
1998,Mark Merenda,Tigers,2
1998,Paul Dimattina,Bulldogs,2
1998,Tim McGrath,Cats,2
1998,Jarrod Molloy,Lions,2
1998,Andrew McKay,Blues,2
1998,Brendon Fewster,Eagles,2
1998,Nathan Brown,Bulldogs,2
1998,Andrew Bomford,Bombers,2
1998,Matthew Richardson,Tigers,2
1998,Brad Pearce,Blues,2
1998,Stephen Patterson,Magpies,2
1998,Matthew Connell,Crows,2
1998,Barry Stoneham,Cats,2
1998,Jason Torney,Tigers,2
1998,Brayden Lyle,Power,2
1998,Steven Alessio,Bombers,2
1998,Michael Long,Bombers,2
1998,Damian Monkhorst,Magpies,2
1998,Clint Bizzell,Cats,2
1998,Luke Toia,Dockers,2
1998,Guy McKenna,Eagles,2
1998,Martin Pike,Kangaroos,2
1998,Brett O'Farrell,Swans,2
1998,Stephen Silvagni,Blues,2
1998,Nigel Lappin,Lions,2
1998,Gary Dhurrkay,Dockers,2
1998,Clinton King,Magpies,2
1998,Troy Luff,Swans,2
1998,Peter Bell,Kangaroos,2
1998,Ben Dixon,Hawks,2
1998,Brett James,Crows,2
1998,Danny Morton,Power,2
1998,Stuart Maxfield,Swans,2
1998,Ben Hart,Crows,2
1998,Guy Rigoni,Demons,1
1998,Tyson Lane,Bulldogs,1
1998,Richard Taylor,Hawks,1
1998,Michael Martyn,Kangaroos,1
1998,Matthew Croft,Bulldogs,1
1998,Peter Filandia,Swans,1
1998,Gary O'Donnell,Bombers,1
1998,Simon Tregenza,Crows,1
1998,Aaron Hamill,Blues,1
1998,Michael Gardiner,Eagles,1
1998,Corey McKernan,Kangaroos,1
1998,Chad Morrison,Eagles,1
1998,Craig Smoker,Demons,1
1998,Paul Kelly,Swans,1
1998,Austinn Jones,Saints,1
1998,Darren Bewick,Bombers,1
1998,Glenn Manton,Blues,1
1998,Brent Grgic,Demons,1
1998,Chris Waterman,Eagles,1
1998,Max Hudghton,Saints,1
1998,Darren Hulme,Blues,1
1998,Shane Watson,Magpies,1
1998,Paul Lynch,Cats,1
1998,Daniel Chick,Hawks,1
1998,Graham Wright,Magpies,1
1998,Chris Bond,Dockers,1
1998,Shane Bond,Power,1
1998,Dustin Fletcher,Bombers,1
1998,Simon Eastaugh,Bombers,1
1998,Shane Ellen,Crows,1
1998,Brad Boyd,Lions,1
1998,Brad Scott,Lions,1
1998,Justin Crawford,Hawks,1
1998,Dean Rice,Blues,1
1998,Rod Jameson,Crows,1
1998,Michael Mansfield,Cats,1
1998,James Cook,Bulldogs,1
1998,Gavin Mitchell,Saints,1
1998,Darren Kowal,Demons,1
1998,David Schwarz,Demons,1
1998,Luke Beveridge,Saints,1
1998,Robert Scott,Kangaroos,1
1998,John Longmire,Kangaroos,1
1998,James Clement,Dockers,1
1998,Andrew Schauble,Magpies,1
1998,Chris Scott,Lions,1
1998,Justin Plapp,Tigers,1
1998,John Barnes,Cats,1
1999,Shane Crawford W,Hawks,28
1999,Mark Mercuri,Bombers,22
1999,Matthew Allan,Blues,20
1999,Nathan Buckley,Magpies,20
1999,Wayne Schwass,Swans,19
1999,Craig Bradley,Blues,18
1999,Matthew Richardson,Tigers,16
1999,Adrian Fletcher,Dockers,15
1999,Ben Cousins,Eagles,15
1999,Scott West,Bulldogs,14
1999,Jason Akermanis,Lions,13
1999,Corey McKernan,Kangaroos,13
1999,Shannon Grant,Kangaroos,12
1999,Chris Grant,Bulldogs,11
1999,Robert Harvey,Saints,11
1999,Byron Pickett,Kangaroos,11
1999,Gavin Wanganeen,Power,11
1999,Wayne Carey,Kangaroos,11
1999,Nathan Burke,Saints,11
1999,Peter Bell,Kangaroos,11
1999,Wayne Campbell,Tigers,10
1999,Guy McKenna,Eagles,10
1999,Andrew Thompson,Saints,10
1999,Nick Daffy,Tigers,10
1999,Michael Voss,Lions,10
1999,Scott Cummings,Eagles,9
1999,Simon Black,Lions,9
1999,Andrew McKay,Blues,9
1999,Barry Hall,Saints,9
1999,Matthew Lloyd,Bombers,9
1999,Michael Long,Bombers,9
1999,David Wirrpanda,Eagles,8
1999,Peter Matera,Eagles,8
1999,Adam Kingsley,Power,8
1999,Tony Liberatore,Bulldogs,8
1999,Justin Leppitsch,Lions,8
1999,Scott Wynd,Bulldogs,8
1999,Troy Luff,Swans,8
1999,Glenn Kilpatrick,Cats,8
1999,Adam Simpson,Kangaroos,7
1999,Warren Tredrea,Power,7
1999,Drew Banfield,Eagles,7
1999,Jarrad Schofield,Power,7
1999,Andrew McLeod,Crows,7
1999,Barry Young,Bombers,7
1999,Paul Kelly,Swans,7
1999,Nigel Smart,Crows,7
1999,Nathan Brown,Bulldogs,7
1999,Simon Garlick,Bulldogs,7
1999,Daryn Cresswell,Swans,7
1999,Chris Scott,Lions,7
1999,Stuart Maxfield,Swans,7
1999,Brendon Lade,Power,7
1999,Scott Chisholm,Demons,6
1999,Marcus Ashcroft,Lions,6
1999,Nick Holland,Hawks,6
1999,Matthew Young,Saints,6
1999,Tony Lockett,Swans,6
1999,Anthony Koutoufides,Blues,6
1999,Brent Harvey,Kangaroos,6
1999,Dustin Fletcher,Bombers,6
1999,David Pittman,Crows,6
1999,Nigel Lappin,Lions,6
1999,Clark Keating,Lions,6
1999,Shaun Hart,Lions,6
1999,Josh Francou,Power,6
1999,Trent Croad,Hawks,6
1999,Jeff Farmer,Demons,6
1999,Paul Salmon,Hawks,6
1999,Rohan Smith,Bulldogs,6
1999,Matthew Knights,Tigers,6
1999,Tony Modra,Dockers,5
1999,David Neitz,Demons,5
1999,Andrew Leoncelli,Demons,5
1999,Sean Wellman,Bombers,5
1999,Garry Hocking,Cats,5
1999,Greg Stafford,Swans,5
1999,Adam Heuskes,Lions,5
1999,Peter Riccardi,Cats,5
1999,Luke Darcy,Bulldogs,5
1999,Darren Milburn,Cats,5
1999,Simon Arnott,Cats,5
1999,Todd Viney,Demons,5
1999,Ben Graham,Cats,5
1999,Steven Alessio,Bombers,5
1999,Simon Beaumont,Blues,5
1999,Tony Francis,Saints,5
1999,Dean Rioli,Bombers,5
1999,Shane Bond,Power,5
1999,Joe Misiti,Bombers,5
1999,Glen Jakovich,Eagles,5
1999,Steven Lawrence,Lions,5
1999,Peter Walsh,Demons,5
1999,Brett James,Crows,5
1999,Anthony Stevens,Kangaroos,4
1999,Michael Braun,Eagles,4
1999,Tyson Lane,Magpies,4
1999,Stewart Loewe,Saints,4
1999,Angelo Lekkas,Hawks,4
1999,David King,Kangaroos,4
1999,Phillip Matera,Eagles,4
1999,Nathan Thompson,Hawks,4
1999,Brayden Lyle,Power,4
1999,Scott Camporeale,Blues,4
1999,Brad Sholl,Cats,4
1999,Brett Ratten,Blues,4
1999,Stephen Powell,Bulldogs,4
1999,Steven Sziller,Saints,4
1999,Matthew Nicks,Swans,4
1999,Shane Woewodin,Demons,4
1999,Blake Caracella,Bombers,4
1999,Nicky Winmar,Bulldogs,4
1999,Fraser Gehrig,Eagles,3
1999,Michael Martyn,Kangaroos,3
1999,Joe McLaren,Saints,3
1999,Kane Johnson,Crows,3
1999,Tim McGrath,Cats,3
1999,Jarrod Molloy,Lions,3
1999,Darren Mead,Power,3
1999,Barry Stoneham,Cats,3
1999,Andrew Ukovic,Bombers,3
1999,Justin Murphy,Blues,3
1999,Mark Stevens,Crows,3
1999,Carl Steinfort,Cats,3
1999,Kym Koster,Crows,3
1999,John Stevens,Swans,3
1999,Brad Boyd,Lions,3
1999,Craig McRae,Lions,3
1999,Clinton King,Magpies,3
1999,Brad Johnson,Bulldogs,3
1999,Clive Waterhouse,Dockers,3
1999,Fraser Brown,Blues,3
1999,Matthew Robran,Crows,3
1999,Matthew Robbins,Bulldogs,3
1999,Garth Taylor,Dockers,3
1999,Steven King,Cats,2
1999,Gary Moorcroft,Bombers,2
1999,Aaron Lord,Hawks,2
1999,Nick Stevens,Power,2
1999,Stephen O'Reilly,Dockers,2
1999,Daniel Bandy,Dockers,2
1999,Peter Everitt,Saints,2
1999,Dean Solomon,Bombers,2
1999,Darren Jarman,Crows,2
1999,Matthew Rogers,Tigers,2
1999,Austinn Jones,Saints,2
1999,Mark Richardson,Magpies,2
1999,Michael Prior,Bombers,2
1999,Stephen Patterson,Magpies,2
1999,Paul Williams,Magpies,2
1999,Stephen Tingay,Demons,2
1999,Matthew Liptak,Crows,2
1999,Dean Kemp,Eagles,2
1999,Darren Gaspar,Tigers,2
1999,Joel Smith,Hawks,2
1999,Jason Mooney,Cats,2
1999,Saverio Rocca,Magpies,2
1999,Rowan Warfe,Swans,2
1999,Mal Michael,Magpies,2
1999,Justin Blumfield,Bombers,2
1999,Brett Burton,Crows,2
1999,Tony Woods,Hawks,2
1999,Stephen Silvagni,Blues,2
1999,Matthew Clarke,Lions,2
1999,Leon Cameron,Bulldogs,2
1999,Shane Parker,Dockers,2
1999,Shayne Breuer,Power,2
1999,Tyson Edwards,Crows,2
1999,Gavin Brown,Magpies,2
1999,Mark Fraser,Bombers,2
1999,Michael Sexton,Blues,2
1999,Jason Norrish,Dockers,2
1999,David Gallagher,Crows,2
1999,Todd Curley,Bulldogs,2
1999,Mark Bickley,Crows,2
1999,Heath Black,Dockers,2
1999,Ben Hart,Crows,2
1999,Dean Wallis,Bombers,1
1999,Dale Lewis,Swans,1
1999,Darryl Wakelin,Saints,1
1999,Paul Hudson,Bulldogs,1
1999,Jess Sinclair,Dockers,1
1999,Kris Massie,Blues,1
1999,Michael Martin,Bulldogs,1
1999,Peter Filandia,Swans,1
1999,Tim Elliott,Saints,1
1999,Fabian Francis,Power,1
1999,Ronnie Burns,Cats,1
1999,Richard Champion,Lions,1
1999,Chad Morrison,Eagles,1
1999,Craig Sholl,Kangaroos,1
1999,Paul Dimattina,Bulldogs,1
1999,Mark Ricciuto,Crows,1
1999,Anthony Rocca,Magpies,1
1999,Clem Michael,Dockers,1
1999,Brad Ottens,Tigers,1
1999,Leo Barry,Swans,1
1999,Max Hudghton,Saints,1
1999,Daniel Harford,Hawks,1
1999,Justin Peckett,Saints,1
1999,Marc Dragicevic,Tigers,1
1999,Damian Monkhorst,Magpies,1
1999,Brett Montgomery,Bulldogs,1
1999,Matthew Febey,Demons,1
1999,Darryl White,Lions,1
1999,Chris Johnson,Lions,1
1999,Andrew Dunkley,Swans,1
1999,Craig Lambert,Lions,1
1999,Rod Jameson,Crows,1
1999,Brett Backwell,Blues,1
1999,Steven Febey,Demons,1
1999,Gavin Mitchell,Saints,1
1999,Ashley Prescott,Dockers,1
1999,Peter Burgoyne,Power,1
1999,David Schwarz,Demons,1
1999,James Clement,Dockers,1
1999,Scott Burns,Magpies,1
2000,Shane Woewodin W,Demons,24
2000,Scott West,Bulldogs,22
2000,Andrew McLeod,Crows,20
2000,Anthony Koutoufides,Blues,19
2000,Brett Ratten,Blues,18
2000,Nathan Buckley,Magpies,18
2000,Michael O'Loughlin,Swans,16
2000,Michael Voss,Lions,16
2000,James Hird,Bombers,16
2000,Nick Holland,Hawks,14
2000,Matthew Lloyd,Bombers,14
2000,Adem Yze,Demons,14
2000,Brent Harvey,Kangaroos,14
2000,Tony Liberatore,Bulldogs,14
2000,Wayne Carey,Kangaroos,14
2000,Dean Kemp,Eagles,13
2000,Troy Cook,Dockers,13
2000,Craig Bradley,Blues,12
2000,David King,Kangaroos,12
2000,Brad Sholl,Cats,12
2000,Jeff White,Demons,11
2000,Ben Graham,Cats,11
2000,Daryn Cresswell,Swans,11
2000,Dustin Fletcher,Bombers,11
2000,Joe Misiti,Bombers,11
2000,Adrian Fletcher,Dockers,10
2000,Mark Ricciuto,Crows,10
2000,Scott Camporeale,Blues,10
2000,Nigel Lappin,Lions,10
2000,Blake Caracella,Bombers,10
2000,Andrew Leoncelli,Demons,9
2000,Greg Stafford,Swans,9
2000,Jason Akermanis,Lions,9
2000,Corey McKernan,Kangaroos,9
2000,Paul Williams,Magpies,9
2000,Lance Whitnall,Blues,9
2000,Matthew Knights,Tigers,9
2000,Daniel Bradshaw,Lions,8
2000,John Blakey,Kangaroos,8
2000,Andrew McKay,Blues,8
2000,Ben Cousins,Eagles,8
2000,Daniel Chick,Hawks,8
2000,Jason Johnson,Bombers,8
2000,Wayne Schwass,Swans,8
2000,Rory Hilton,Tigers,8
2000,Justin Blumfield,Bombers,8
2000,Josh Francou,Power,8
2000,Mark Johnson,Bombers,8
2000,Peter Bell,Kangaroos,8
2000,Matthew Robran,Crows,8
2000,Jeff Farmer,Demons,8
2000,Chris Grant,Bulldogs,7
2000,Garry Hocking,Cats,7
2000,Stewart Loewe,Saints,7
2000,Wayne Campbell,Tigers,7
2000,Simon Goodwin,Crows,7
2000,Scott Lucas,Bombers,7
2000,Trent Croad,Hawks,7
2000,Mark Graham,Hawks,6
2000,David Neitz,Demons,6
2000,Scott Cummings,Eagles,6
2000,Nick Stevens,Power,6
2000,David Clarke,Cats,6
2000,Paul Hasleby,Dockers,6
2000,Matthew Allan,Blues,6
2000,Luke Power,Lions,6
2000,Brad Johnson,Bulldogs,6
2000,Nick Daffy,Tigers,6
2000,Nathan Burke,Saints,6
2000,Matthew Nicks,Swans,6
2000,Peter Burgoyne,Power,6
2000,Jade Rawlings,Hawks,5
2000,Matthew Primus,Power,5
2000,Peter Riccardi,Cats,5
2000,Robert Harvey,Saints,5
2000,Andrew Kellaway,Tigers,5
2000,Shane O'Bree,Magpies,5
2000,Darren Gaspar,Tigers,5
2000,Shane Crawford,Hawks,5
2000,Clive Waterhouse,Dockers,5
2000,John Barker,Hawks,5
2000,Steven King,Cats,4
2000,David Wirrpanda,Eagles,4
2000,Jason McCartney,Kangaroos,4
2000,Sean Wellman,Bombers,4
2000,Daniel Bandy,Dockers,4
2000,Peter Everitt,Saints,4
2000,Aaron Hamill,Blues,4
2000,Simon Black,Lions,4
2000,Jude Bolton,Swans,4
2000,Adam Ramanauskas,Bombers,4
2000,Phillip Matera,Eagles,4
2000,Brad Ottens,Tigers,4
2000,Daniel Harford,Hawks,4
2000,Shannon Grant,Kangaroos,4
2000,Joel Bowden,Tigers,4
2000,Andrew Thompson,Saints,4
2000,Tyson Edwards,Crows,4
2000,Brendon Gale,Tigers,4
2000,Nathan Eagleton,Bulldogs,4
2000,Paul Salmon,Hawks,4
2000,Guy Rigoni,Demons,3
2000,David Sierakowski,Saints,3
2000,Fraser Gehrig,Eagles,3
2000,Shaun McManus,Dockers,3
2000,Matthew Croft,Bulldogs,3
2000,James McDonald,Demons,3
2000,Michael Gardiner,Eagles,3
2000,Tim Notting,Lions,3
2000,Chad Morrison,Eagles,3
2000,Paul Dimattina,Bulldogs,3
2000,Luke Darcy,Bulldogs,3
2000,Clem Michael,Dockers,3
2000,Brendon Fewster,Dockers,3
2000,Barry Hall,Saints,3
2000,Simon Garlick,Bulldogs,3
2000,Mark Mercuri,Bombers,3
2000,Jason Snell,Cats,3
2000,Shaun Rehn,Crows,3
2000,Brayden Lyle,Power,3
2000,Roger James,Power,3
2000,Steven Alessio,Bombers,3
2000,Duncan Kellaway,Tigers,3
2000,Stuart Dew,Power,3
2000,Justin Leppitsch,Lions,3
2000,Clint Bizzell,Cats,3
2000,Scott Wynd,Bulldogs,3
2000,Alastair Lynch,Lions,3
2000,Stephen Powell,Demons,3
2000,Andrew Dunkley,Swans,3
2000,Leon Cameron,Tigers,3
2000,Shaun Hart,Lions,3
2000,Andrew Schauble,Swans,3
2000,Glenn Kilpatrick,Cats,3
2000,Jason Saddington,Swans,3
2000,Shane Clayton,Kangaroos,3
2000,Trent Hotton,Blues,3
2000,Tony Modra,Dockers,2
2000,Dean Wallis,Bombers,2
2000,Michael Braun,Eagles,2
2000,Anthony McDonald,Demons,2
2000,Adrian Hickmott,Blues,2
2000,Jess Sinclair,Dockers,2
2000,Fabian Francis,Power,2
2000,Dean Solomon,Bombers,2
2000,Ben Holland,Tigers,2
2000,Adam Houlihan,Cats,2
2000,Matthew Rogers,Tigers,2
2000,Anthony Rocca,Magpies,2
2000,Mark Richardson,Magpies,2
2000,Nathan Brown,Bulldogs,2
2000,Mark Porter,Blues,2
2000,Ben Mathews,Swans,2
2000,Jonathan Hay,Hawks,2
2000,Michael Wilson,Power,2
2000,Glen Bowyer,Hawks,2
2000,Trent Bartlett,Bulldogs,2
2000,Michael Long,Bombers,2
2000,Tony Woods,Hawks,2
2000,Craig McRae,Lions,2
2000,Paul Broderick,Tigers,2
2000,Matthew Collins,Demons,2
2000,Matthew Burton,Kangaroos,2
2000,Mark Chaffey,Tigers,2
2000,Nathan Bassett,Crows,2
2000,John Barnes,Bombers,2
2000,Peter Vardy,Crows,2
2000,Winston Abraham,Kangaroos,1
2000,Gary Moorcroft,Bombers,1
2000,Warren Tredrea,Power,1
2000,Peter Matera,Eagles,1
2000,Michael Collica,Hawks,1
2000,Byron Pickett,Kangaroos,1
2000,Nick Davis,Magpies,1
2000,Austinn Jones,Saints,1
2000,Troy Longmuir,Dockers,1
2000,Nigel Smart,Crows,1
2000,Simon Prestigiacomo,Magpies,1
2000,Dale Kickett,Dockers,1
2000,Matthew Richardson,Tigers,1
2000,Nathan Thompson,Hawks,1
2000,Andrew Ukovic,Magpies,1
2000,Jason Torney,Tigers,1
2000,Jared Crouch,Swans,1
2000,David Spriggs,Cats,1
2000,Leigh Colbert,Kangaroos,1
2000,Richard Vandenberg,Hawks,1
2000,Russell Robertson,Demons,1
2000,Simon Beaumont,Blues,1
2000,Brett Montgomery,Power,1
2000,Chris Johnson,Lions,1
2000,Clinton King,Tigers,1
2000,Gavin Mitchell,Saints,1
2000,Peter Walsh,Demons,1
2000,Matthew Carr,Saints,1
2000,Greg Tivendale,Tigers,1
2000,Daniel Southern,Bulldogs,1
2000,Ben Johnson,Magpies,1
2000,Matthew Lappin,Blues,1
2000,Tarkyn Lockyer,Magpies,1
2000,Chad Cornes,Power,1
2000,Mark Bickley,Crows,1
2000,Ben Hart,Crows,1
2001,Jason Akermanis W,Lions,23
2001,Andrew McLeod,Crows,21
2001,Josh Francou,Power,19
2001,Michael Voss,Lions,19
2001,Ben Cousins,Eagles,18
2001,Brent Harvey,Kangaroos,16
2001,Jason Johnson,Bombers,16
2001,Matthew Lloyd,Bombers,15
2001,Shannon Grant,Kangaroos,14
2001,Shane Crawford,Hawks,14
2001,Nathan Buckley,Magpies,14
2001,Ben Graham,Cats,13
2001,Simon Black,Lions,12
2001,Shane O'Bree,Magpies,12
2001,Nick Stevens,Power,11
2001,Luke Darcy,Bulldogs,11
2001,Chris Johnson,Lions,11
2001,Leon Cameron,Tigers,11
2001,Peter Bell,Dockers,11
2001,Peter Walsh,Demons,11
2001,Sean Wellman,Bombers,10
2001,Adrian Hickmott,Blues,10
2001,Matthew Primus,Power,10
2001,Craig Bradley,Blues,10
2001,Darren Jarman,Crows,10
2001,Darren Hulme,Blues,10
2001,Daniel Chick,Hawks,10
2001,Simon Goodwin,Crows,10
2001,Andrew McKay,Blues,9
2001,Matthew Richardson,Tigers,9
2001,Rory Hilton,Tigers,9
2001,Joel Bowden,Tigers,9
2001,Matthew Nicks,Swans,9
2001,Greg Tivendale,Tigers,9
2001,Warren Tredrea,Power,8
2001,Jarrad Schofield,Power,8
2001,Anthony Koutoufides,Blues,8
2001,David Spriggs,Cats,8
2001,Daryn Cresswell,Swans,8
2001,Adem Yze,Demons,8
2001,Stuart Dew,Power,8
2001,Joe Misiti,Bombers,8
2001,Brett Ratten,Blues,8
2001,Troy Cook,Dockers,8
2001,Scott West,Bulldogs,8
2001,David Neitz,Demons,7
2001,Robert Harvey,Saints,7
2001,David King,Kangaroos,7
2001,Mark Ricciuto,Crows,7
2001,Anthony Rocca,Magpies,7
2001,Nigel Smart,Crows,7
2001,Nathan Brown,Bulldogs,7
2001,Glenn Archer,Kangaroos,7
2001,Joel Smith,Hawks,7
2001,Josh Fraser,Magpies,7
2001,Wayne Schwass,Swans,7
2001,Matthew Lappin,Blues,7
2001,Matthew Knights,Tigers,7
2001,Daniel Bradshaw,Lions,6
2001,Anthony Stevens,Kangaroos,6
2001,Jeff White,Demons,6
2001,Chris Tarrant,Magpies,6
2001,Fabian Francis,Power,6
2001,Michael Gardiner,Eagles,6
2001,Brad Ottens,Tigers,6
2001,Barry Hall,Saints,6
2001,Darren Gaspar,Tigers,6
2001,Brad Johnson,Bulldogs,6
2001,Mark Chaffey,Tigers,6
2001,Michael O'Loughlin,Swans,6
2001,Rayden Tallis,Hawks,6
2001,Adam Goodes,Swans,5
2001,Peter Everitt,Saints,5
2001,Tim Notting,Lions,5
2001,Nick Davis,Magpies,5
2001,Austinn Jones,Saints,5
2001,Mark Porter,Blues,5
2001,Nathan Thompson,Hawks,5
2001,Scott Camporeale,Blues,5
2001,Dean Rioli,Bombers,5
2001,Brett Montgomery,Power,5
2001,Jonathan Brown,Lions,5
