season,player,team,votes
2011,Dane Swan W,Magpies,34
2011,Sam Mitchell,Hawks,30
2011,Nick Dal Santo,Saints,28
2011,Matthew Boyd,Bulldogs,24
2011,Scott Pendlebury,Magpies,24
2011,Gary Ablett,Suns,23
2011,Chris Judd,Blues,23
2011,Lance Franklin,Hawks,20
2011,Adam Goodes,Swans,19
2011,Matthew Priddis,Eagles,19
2011,Marc Murphy,Blues,19
2011,Brent Moloney,Demons,19
2011,Dean Cox,Eagles,18
2011,Joel Selwood,Cats,17
2011,Luke Hodge,Hawks,17
2011,Andrew Swallow,Kangaroos,16
2011,Jobe Watson,Bombers,15
2011,Trent Cotchin,Tigers,15
2011,Nathan Fyfe,Dockers,13
2011,Travis Cloke,Magpies,13
2011,Steve Johnson,Cats,12
2011,Luke Shuey,Eagles,12
2011,Ryan O'Keefe,Swans,12
2011,Bryce Gibbs,Blues,12
2011,Dustin Martin,Tigers,12
2011,Scott Thompson,Crows,12
2011,Joel Corey,Cats,11
2011,Drew Petrie,Kangaroos,11
2011,Andrew Embley,Eagles,11
2011,Colin Sylvia,Demons,10
2011,Jude Bolton,Swans,10
2011,Dale Thomas,Magpies,10
2011,Leigh Montagna,Saints,10
2011,Simon Black,Lions,9
2011,Nathan Van Berlo,Crows,9
2011,Paul Chapman,Cats,9
2011,Matthew Pavlich,Dockers,9
2011,Mitch Robinson,Blues,9
2011,Tom Rockliff,Lions,9
2011,Brendon Goddard,Saints,9
2011,Heath Scotland,Blues,8
2011,Brent Harvey,Kangaroos,8
2011,Jimmy Bartel,Cats,8
2011,Daniel Kerr,Eagles,8
2011,Grant Birchall,Hawks,7
2011,Patrick Dangerfield,Crows,7
2011,Cyril Rioli,Hawks,7
2011,Matthew Suckling,Hawks,7
2011,Brad Sewell,Hawks,7
2011,Ryan Griffen,Bulldogs,7
2011,Jarrad McVeigh,Swans,6
2011,Brady Rawlings,Kangaroos,6
2011,James Kelly,Cats,6
2011,Nathan Foley,Tigers,6
2011,Daniel Merrett,Lions,6
2011,Ben McGlynn,Swans,6
2011,Callan Ward,Bulldogs,6
2011,Todd Goldstein,Kangaroos,6
2011,Michael Hurley,Bombers,6
2011,Brent Stanton,Bombers,6
2011,Jordie McKenzie,Demons,6
2011,Daniel Cross,Bulldogs,6
2011,Robbie Gray,Power,6
2011,Travis Varcoe,Cats,5
2011,Aaron Sandilands,Dockers,5
2011,Daniel Wells,Kangaroos,5
2011,Andrew Walker,Blues,5
2011,Stephen Milne,Saints,5
2011,Heath Hocking,Bombers,5
2011,Brett Deledio,Tigers,5
2011,Kade Simpson,Blues,5
2011,Leon Davis,Magpies,4
2011,David Zaharakis,Bombers,4
2011,Shane Mumford,Swans,4
2011,Steele Sidebottom,Magpies,4
2011,Leigh Adams,Kangaroos,4
2011,Stephen Hill,Dockers,4
2011,Travis Boak,Power,4
2011,Jarryd Blair,Magpies,4
2011,Jack Ziebell,Kangaroos,4
2011,Nick Riewoldt,Saints,4
2011,Robert Murphy,Bulldogs,4
2011,Rory Sloane,Crows,4
2011,David Armitage,Saints,4
2011,Dyson Heppell,Bombers,4
2011,Kieren Jack,Swans,4
2011,Joshua Kennedy,Eagles,4
2011,Eddie Betts,Blues,4
2011,Shannon Hurn,Eagles,4
2011,Andrew Gaff,Eagles,4
2011,Luke Ball,Magpies,4
2011,Josh Gibson,Hawks,4
2011,Matthew Kreuzer,Blues,3
2011,Mark Jamar,Demons,3
2011,Kepler Bradley,Dockers,3
2011,Mark Seaby,Swans,3
2011,Bachar Houli,Tigers,3
2011,Heath Shaw,Magpies,3
2011,Greg Broughton,Dockers,3
2011,Sharrod Wellingham,Magpies,3
2011,David Rodan,Power,3
2011,Clinton Jones,Saints,3
2011,Josh Kennedy,Swans,3
2011,Brad Ottens,Cats,3
2011,Daniel Giansiracusa,Bulldogs,3
2011,Jake Melksham,Bombers,3
2011,Mitchell Clark,Lions,3
2011,David Hille,Bombers,3
2011,Jack Steven,Saints,3
2011,James Polkinghorne,Lions,3
2011,Tadhg Kennelly,Swans,3
2011,Jason Gram,Saints,3
2011,Matthew Rosa,Eagles,3
2011,Dustin Fletcher,Bombers,3
2011,Angus Monfries,Bombers,3
2011,Kurt Tippett,Crows,3
2011,Corey Enright,Cats,3
2011,Jonathan Brown,Lions,3
2011,Jared Petrenko,Crows,3
2011,Daniel Menzel,Cats,3
2011,Jared Brennan,Suns,3
2011,Hayden Ballantyne,Dockers,3
2011,Chris Masten,Eagles,3
2011,Nathan Bock,Suns,3
2011,Colin Garland,Demons,3
2011,Kyle Reimers,Bombers,3
2011,Dean Brogan,Power,2
2011,Michael Johnson,Dockers,2
2011,Tom Scully,Demons,2
2011,Stewart Crameri,Bombers,2
2011,Luke Breust,Hawks,2
2011,Matthew Leuenberger,Lions,2
2011,Todd Banfield,Lions,2
2011,Quinten Lynch,Eagles,2
2011,Adam Cooney,Bulldogs,2
2011,Brandon Matera,Suns,2
2011,Robin Nahas,Tigers,2
2011,Rhyce Shaw,Swans,2
2011,Jay Schulz,Power,2
2011,Jordan Lewis,Hawks,2
2011,Mathew Stokes,Cats,2
2011,Sam Gilbert,Saints,2
2011,Tyrone Vickery,Tigers,2
2011,Daniel Hannebery,Swans,2
2011,James Frawley,Demons,2
2011,Andrew Krakouer,Magpies,2
2011,Brett Ebert,Power,2
2011,Sam Blease,Demons,2
2011,Jack Riewoldt,Tigers,2
2011,Will Minson,Bulldogs,2
2011,James Podsiadly,Cats,2
2011,Jordan Gysberts,Demons,2
2011,David Swallow,Suns,2
2011,Mark Lecras,Eagles,2
2011,Michael Rischitelli,Suns,2
2011,Jonathon Griffin,Dockers,2
2011,Nick Lower,Dockers,2
2011,Shane Savage,Hawks,2
2011,Luke Power,Lions,2
2011,Liam Jurrah,Demons,2
2011,David Wojcinski,Cats,2
2011,Nicholas Duigan,Blues,2
2011,Zac Smith,Suns,2
2011,Ben Johnson,Magpies,2
2011,Troy Chaplin,Power,2
2011,Ryan Bastinac,Kangaroos,2
2011,Jason Tutt,Bulldogs,1
2011,Ted Richards,Swans,1
2011,David Myers,Bombers,1
2011,Isaac Smith,Hawks,1
2011,David Mundy,Dockers,1
2011,Craig Bird,Swans,1
2011,Martin Mattner,Swans,1
2011,Chris Tarrant,Magpies,1
2011,Will Schofield,Eagles,1
2011,Allen Christensen,Cats,1
2011,Ricky Petterd,Demons,1
2011,Jack Trengove,Demons,1
2011,Bernie Vince,Crows,1
2011,Josh Hunt,Cats,1
2011,Robert Warnock,Blues,1
2011,Steven Salopek,Power,1
2011,Luke Parker,Swans,1
2011,Lindsay Gilbee,Bulldogs,1
2011,Scott Thompson,Kangaroos,1
2011,Brad Ebert,Eagles,1
2011,Justin Westhoff,Power,1
2011,Chris Newman,Tigers,1
2011,Jack Watts,Demons,1
2011,Levi Greenwood,Kangaroos,1
2011,John Butcher,Power,1
2011,Tendai Mzungu,Dockers,1
2011,Jarrod Harbrow,Suns,1
2011,Patrick Ryder,Bombers,1
2011,Heritier Lumumba,Magpies,1
2011,Brad Green,Demons,1
2011,Christopher Yarran,Blues,1
2011,Nathan Jones,Demons,1
2011,Ben Howlett,Bombers,1
2011,Jack Darling,Eagles,1
2011,David Hale,Hawks,1
2011,Shaun Grigg,Tigers,1
2011,Jack Redden,Lions,1
2011,Luke Dahlhaus,Bulldogs,1
2011,Ben Reid,Magpies,1
2011,Ashley McGrath,Lions,1
2011,Matt Campbell,Kangaroos,1
2011,Jeremy Howe,Demons,1
2011,Luke McPharlin,Dockers,1
2011,Lewis Roberts-Thomson,Swans,1
2011,Ben McEvoy,Saints,1
2011,Ryan Gamble,Saints,1
2011,Dayne Beams,Magpies,1
2011,Shaun Higgins,Bulldogs,1
2011,Sam Fisher,Saints,1
2011,Aaron Edwards,Kangaroos,1
2012,Jobe Watson,Bombers,30
2012,Sam Mitchell W,Hawks,26
2012,Trent Cotchin W,Tigers,26
2012,Dane Swan,Magpies,25
2012,Scott Thompson,Crows,25
2012,Gary Ablett,Suns,24
2012,Patrick Dangerfield,Crows,23
2012,Lenny Hayes,Saints,19
2012,Josh Kennedy,Swans,19
2012,Dayne Beams,Magpies,19
2012,Scott Selwood,Eagles,15
2012,Scott Pendlebury,Magpies,15
2012,Matthew Pavlich,Dockers,15
2012,Kieren Jack,Swans,15
2012,Joel Selwood,Cats,14
2012,Nathan Jones,Demons,14
2012,Brent Stanton,Bombers,14
2012,Nathan Fyfe,Dockers,14
2012,Brad Sewell,Hawks,13
2012,Brett Deledio,Tigers,13
2012,David Mundy,Dockers,12
2012,James Kelly,Cats,12
2012,Daniel Hannebery,Swans,12
2012,Chris Judd,Blues,12
2012,Lance Franklin,Hawks,12
2012,Luke Shuey,Eagles,11
2012,Ryan O'Keefe,Swans,11
2012,Rory Sloane,Crows,11
2012,Shaun Grigg,Tigers,11
2012,Ryan Griffen,Bulldogs,11
2012,Brock McLean,Blues,10
2012,Andrew Swallow,Kangaroos,10
2012,Jude Bolton,Swans,10
2012,Matthew Boyd,Bulldogs,10
2012,Nicholas Naitanui,Eagles,10
2012,Marc Murphy,Blues,10
2012,Tom Hawkins,Cats,10
2012,Shane Tuck,Tigers,10
2012,Nick Dal Santo,Saints,10
2012,Clancee Pearce,Dockers,9
2012,Brad Ebert,Power,9
2012,Heath Scotland,Blues,9
2012,Matthew Priddis,Eagles,9
2012,Drew Petrie,Kangaroos,9
2012,Nick Riewoldt,Saints,9
2012,David Armitage,Saints,9
2012,Daniel Wells,Kangaroos,9
2012,Dean Cox,Eagles,9
2012,Steve Johnson,Cats,8
2012,Daniel Rich,Lions,8
2012,Jimmy Bartel,Cats,8
2012,Tom Rockliff,Lions,8
2012,Brian Lake,Bulldogs,7
2012,Steele Sidebottom,Magpies,7
2012,Taylor Walker,Crows,7
2012,Harry Taylor,Cats,7
2012,Jonathan Giles,Giants,7
2012,Daniel Kerr,Eagles,7
2012,Travis Cloke,Magpies,7
2012,Jarrad McVeigh,Swans,6
2012,Bernie Vince,Crows,6
2012,Simon Black,Lions,6
2012,Scott Thompson,Kangaroos,6
2012,Cyril Rioli,Hawks,6
2012,Paul Chapman,Cats,6
2012,Harley Bennell,Suns,6
2012,Aaron Sandilands,Dockers,6
2012,Travis Boak,Power,6
2012,Todd Goldstein,Kangaroos,6
2012,Shaun Burgoyne,Hawks,6
2012,Jack Riewoldt,Tigers,6
2012,Mitch Robinson,Blues,6
2012,Hamish Hartlett,Power,6
2012,Jack Redden,Lions,6
2012,Corey Enright,Cats,6
2012,Dayne Zorko,Lions,6
2012,Leigh Montagna,Saints,6
2012,Kade Simpson,Blues,6
2012,Daniel Merrett,Lions,5
2012,Callan Ward,Giants,5
2012,Matthew Broadbent,Power,5
2012,Matthew Suckling,Hawks,5
2012,Robert Murphy,Bulldogs,5
2012,Sam Jacobs,Crows,5
2012,Leroy Jetta,Bombers,5
2012,Dustin Martin,Tigers,5
2012,Ryan Bastinac,Kangaroos,5
2012,Beau Waters,Eagles,4
2012,Luke Parker,Swans,4
2012,Rhyce Shaw,Swans,4
2012,Leigh Adams,Kangaroos,4
2012,Stephen Hill,Dockers,4
2012,Toby Greene,Giants,4
2012,Brent Harvey,Kangaroos,4
2012,Michael Hurley,Bombers,4
2012,Luke Dahlhaus,Bulldogs,4
2012,Tom Bellchambers,Bombers,4
2012,Pearce Hanley,Lions,4
2012,Jonathan Brown,Lions,4
2012,Jarryd Roughead,Hawks,4
2012,Andrew Gaff,Eagles,4
2012,Michael Firrito,Kangaroos,4
2012,Brendon Goddard,Saints,4
2012,Matthew Kreuzer,Blues,3
2012,Darren Jolly,Magpies,3
2012,Luke Breust,Hawks,3
2012,Nathan Foley,Tigers,3
2012,Adam Cooney,Bulldogs,3
2012,Brandon Matera,Suns,3
2012,Jack Grimes,Demons,3
2012,Shaun Hampson,Blues,3
2012,Clinton Young,Hawks,3
2012,Jack Watts,Demons,3
2012,Tendai Mzungu,Dockers,3
2012,Heritier Lumumba,Magpies,3
2012,Jack Ziebell,Kangaroos,3
2012,Matthew Wright,Crows,3
2012,Lewis Jetta,Swans,3
2012,David Hale,Hawks,3
2012,Matthew Rosa,Eagles,3
2012,Alex Rance,Tigers,3
2012,Bryce Gibbs,Blues,3
2012,Stephen Milne,Saints,3
2012,Dyson Heppell,Bombers,3
2012,Joshua Kennedy,Eagles,3
2012,Paul Duffield,Dockers,3
2012,Andrew Mackie,Cats,3
2012,Hayden Ballantyne,Dockers,3
2012,Kane Cornes,Power,3
2012,Chris Masten,Eagles,3
2012,Josh Gibson,Hawks,3
2012,Tom Lynch,Suns,3
2012,Samuel Wright,Kangaroos,3
2012,Josh Drummond,Lions,3
2012,Beau Maister,Saints,3
2012,Jarrad Waite,Blues,3
2012,Mitchell Duncan,Cats,2
2012,Stewart Crameri,Bombers,2
2012,Brendan Whitecross,Hawks,2
2012,Colin Sylvia,Demons,2
2012,Liam Anthony,Kangaroos,2
2012,Adam Goodes,Swans,2
2012,Shaun Atley,Kangaroos,2
2012,Ben Hudson,Lions,2
2012,Matthew De Boer,Dockers,2
2012,Ricky Henderson,Crows,2
2012,James Magner,Demons,2
2012,Paul Stewart,Power,2
2012,Zach Tuohy,Blues,2
2012,Andrew Carrazzo,Blues,2
2012,Shane Mumford,Swans,2
2012,Jay Schulz,Power,2
2012,Ben McGlynn,Swans,2
2012,Ahmed Saad,Saints,2
2012,Joel Corey,Cats,2
2012,Will Hoskin-Elliott,Giants,2
2012,Dale Thomas,Magpies,2
2012,Levi Greenwood,Kangaroos,2
2012,Sam Reid,Swans,2
2012,Andrew Collins,Blues,2
2012,Brett Ebert,Power,2
2012,Jarryd Blair,Magpies,2
2012,Christopher Mayne,Dockers,2
2012,Luke Russell,Suns,2
2012,Jack Darling,Eagles,2
2012,Luke Hodge,Hawks,2
2012,Justin Koschitzke,Saints,2
2012,David Ellard,Blues,2
2012,Jason Blake,Saints,2
2012,Eric MacKenzie,Eagles,2
2012,Jason Porplyzia,Crows,2
2012,Sean Dempster,Saints,2
2012,Ivan Maric,Tigers,2
2012,Chad Cornes,Giants,2
2012,Domenic Cassisi,Power,2
2012,Shane Edwards,Tigers,2
2012,Liam Shiels,Hawks,1
2012,Darren Pfeiffer,Power,1
2012,Ted Richards,Swans,1
2012,Michael Johnson,Dockers,1
2012,Claye Beams,Lions,1
2012,Ian Callinan,Crows,1
2012,Grant Birchall,Hawks,1
2012,Heath Shaw,Magpies,1
2012,Robin Nahas,Tigers,1
2012,Stephen Coniglio,Giants,1
2012,Jordan Lewis,Hawks,1
2012,Daniel Nicholson,Demons,1
2012,Steven May,Suns,1
2012,Sharrod Wellingham,Magpies,1
2012,Justin Westhoff,Power,1
2012,Nial McKeever,Lions,1
2012,Sam Blease,Demons,1
2012,Steven Motlop,Cats,1
2012,Patrick Ryder,Bombers,1
2012,Christopher Yarran,Blues,1
2012,David Swallow,Suns,1
2012,Sam Iles,Suns,1
2012,Jack Steven,Saints,1
2012,Jason Gram,Saints,1
2012,Brent Guerra,Hawks,1
2012,Dustin Fletcher,Bombers,1
2012,Andrew Walker,Blues,1
2012,Aaron Hall,Suns,1
2012,Matthew Bate,Demons,1
2012,Heath Hocking,Bombers,1
2012,Kurt Tippett,Crows,1
2012,Luke Power,Giants,1
2012,Daniel Talia,Crows,1
2012,Eddie Betts,Blues,1
2012,Michael Barlow,Dockers,1
2012,Reece Conca,Tigers,1
2012,Matt Shaw,Suns,1
2012,Shannon Hurn,Eagles,1
2012,Matt Thomas,Power,1
2012,Matthew Maguire,Lions,1
2012,Graham Johncock,Crows,1
2013,Gary Ablett W,Suns,28
2013,Joel Selwood,Cats,27
2013,Dane Swan,Magpies,26
2013,Steve Johnson,Cats,25
2013,Patrick Dangerfield,Crows,22
2013,Daniel Hannebery,Swans,21
2013,Scott Pendlebury,Magpies,21
2013,Tom Rockliff,Lions,21
2013,Kieren Jack,Swans,19
2013,Trent Cotchin,Tigers,19
2013,Nathan Fyfe,Dockers,18
2013,Jobe Watson,Bombers,17
2013,David Mundy,Dockers,16
2013,Sam Mitchell,Hawks,16
2013,Leigh Montagna,Saints,16
2013,Dustin Martin,Tigers,16
2013,Rory Sloane,Crows,15
2013,Luke Hodge,Hawks,15
2013,Thomas Liberatore,Bulldogs,14
2013,Andrew Swallow,Kangaroos,14
2013,Josh Kennedy,Swans,14
2013,Michael Barlow,Dockers,14
2013,Ryan Griffen,Bulldogs,14
2013,Travis Boak,Power,13
2013,Matthew Priddis,Eagles,13
2013,Jarryd Roughead,Hawks,13
2013,Jarrad McVeigh,Swans,12
2013,Brad Ebert,Power,11
2013,Andrew Walker,Blues,11
2013,Drew Petrie,Kangaroos,10
2013,Harry Taylor,Cats,10
2013,Marc Murphy,Blues,10
2013,Dyson Heppell,Bombers,10
2013,Brett Deledio,Tigers,10
2013,Dion Prestia,Suns,9
2013,Daniel Jackson,Tigers,9
2013,Brent Harvey,Kangaroos,9
2013,Kade Simpson,Blues,9
2013,Brendon Goddard,Bombers,9
2013,Scott Thompson,Crows,9
2013,Matthew Leuenberger,Lions,8
2013,Michael Hibberd,Bombers,8
2013,Chad Wingard,Power,8
2013,Jack Steven,Saints,8
2013,Daniel Wells,Kangaroos,8
2013,Pearce Hanley,Lions,8
2013,Hayden Ballantyne,Dockers,8
2013,Kane Cornes,Power,8
2013,Chris Masten,Eagles,8
2013,Brock McLean,Blues,7
2013,Adam Cooney,Bulldogs,7
2013,Steele Sidebottom,Magpies,7
2013,Mathew Stokes,Cats,7
2013,Justin Westhoff,Power,7
2013,Matthew Boyd,Bulldogs,7
2013,Harley Bennell,Suns,7
2013,Todd Goldstein,Kangaroos,7
2013,Luke Dahlhaus,Bulldogs,7
2013,Jarrad Waite,Blues,7
2013,Matthew Kreuzer,Blues,6
2013,Jake Carlisle,Bombers,6
2013,Grant Birchall,Hawks,6
2013,Jack Ziebell,Kangaroos,6
2013,Ryan O'Keefe,Swans,6
2013,Nathan Jones,Demons,6
2013,Hamish Hartlett,Power,6
2013,Joshua Kennedy,Eagles,6
2013,Jeremy Cameron,Giants,6
2013,Dean Cox,Eagles,6
2013,Travis Cloke,Magpies,6
2013,Brad Crouch,Crows,6
2013,Michael Walters,Dockers,6
2013,Tom Scully,Giants,5
2013,Mitchell Duncan,Cats,5
2013,Brandon Ellis,Tigers,5
2013,Isaac Smith,Hawks,5
2013,Allen Christensen,Cats,5
2013,Sam Mayes,Lions,5
2013,Scott Selwood,Eagles,5
2013,Shane Mumford,Swans,5
2013,Simon Black,Lions,5
2013,Bachar Houli,Tigers,5
2013,Matthew Broadbent,Power,5
2013,Cyril Rioli,Hawks,5
2013,Heritier Lumumba,Magpies,5
2013,Luke Shuey,Eagles,5
2013,Nick Riewoldt,Saints,5
2013,Daniel Rich,Lions,5
2013,Shaun Grigg,Tigers,5
2013,Tom Bellchambers,Bombers,5
2013,Chris Judd,Blues,5
2013,Lance Franklin,Hawks,5
2013,Michael Johnson,Dockers,4
2013,Adam Goodes,Swans,4
2013,David Zaharakis,Bombers,4
2013,Jordan Lewis,Hawks,4
2013,Callan Ward,Giants,4
2013,Scott Thompson,Kangaroos,4
2013,Jack Riewoldt,Tigers,4
2013,Sam Gibson,Kangaroos,4
2013,David Armitage,Saints,4
2013,Charlie Dixon,Suns,4
2013,Josh Thomas,Magpies,4
2013,Darren Glass,Eagles,4
2013,Jaeger O'Meara,Suns,4
2013,Lachlan Henderson,Blues,4
2013,Richard Douglas,Crows,3
2013,Ted Richards,Swans,3
2013,Ricky Henderson,Crows,3
2013,Jeff Garlett,Blues,3
2013,Lachlan Hansen,Kangaroos,3
2013,Jamie Elliott,Magpies,3
2013,Majak Daw,Kangaroos,3
2013,Jack Watts,Demons,3
2013,Brad Sewell,Hawks,3
2013,Stephen Hill,Dockers,3
2013,Tom Lynch,Crows,3
2013,Tendai Mzungu,Dockers,3
2013,Shaun Burgoyne,Hawks,3
2013,Christopher Yarran,Blues,3
2013,Robert Murphy,Bulldogs,3
2013,Garrick Ibbotson,Dockers,3
2013,Ben Howlett,Bombers,3
2013,Nicholas Suban,Dockers,3
2013,Bryce Gibbs,Blues,3
2013,Shane Savage,Hawks,3
2013,Ben Reid,Magpies,3
2013,Jimmy Bartel,Cats,3
2013,Corey Enright,Cats,3
2013,Dayne Zorko,Lions,3
2013,Luke Ball,Magpies,3
2013,Cameron O'Shea,Power,3
2013,Ben Cunnington,Kangaroos,3
2013,Darren Jolly,Magpies,2
2013,Luke Breust,Hawks,2
2013,Craig Bird,Swans,2
2013,Nick Malceski,Swans,2
2013,Lenny Hayes,Saints,2
2013,Shannon Byrnes,Demons,2
2013,Danyle Pearce,Dockers,2
2013,Brett Goodes,Bulldogs,2
2013,Daniel Merrett,Lions,2
2013,Jason Winderlich,Bombers,2
2013,Levi Greenwood,Kangaroos,2
2013,Nicholas Naitanui,Eagles,2
2013,Jack Viney,Demons,2
2013,Jarrod Harbrow,Suns,2
2013,Sam Kerridge,Crows,2
2013,Lewis Johnston,Crows,2
2013,Will Minson,Bulldogs,2
2013,Mitch Robinson,Blues,2
2013,Christopher Mayne,Dockers,2
2013,Ryan Crowley,Dockers,2
2013,Jarryn Geary,Saints,2
2013,Lewis Jetta,Swans,2
2013,Jonathon Griffin,Dockers,2
2013,Rory Thompson,Suns,2
2013,Alex Rance,Tigers,2
2013,Brent Stanton,Bombers,2
2013,Angus Monfries,Power,2
2013,Stephen Milne,Saints,2
2013,Lindsay Thomas,Kangaroos,2
2013,Jake Neade,Power,2
2013,Brent Moloney,Lions,2
2013,Matthew White,Tigers,2
2013,Kurt Tippett,Swans,2
2013,Jonathan Brown,Lions,2
2013,Cale Hooker,Bombers,2
2013,Luke McPharlin,Dockers,2
2013,Zac Smith,Suns,2
2013,Andrew Gaff,Eagles,2
2013,Koby Stevens,Bulldogs,2
2013,Josh Gibson,Hawks,2
2013,Tom Mitchell,Swans,2
2013,Jarrad Grant,Bulldogs,2
2013,Aaron Edwards,Tigers,2
2013,Aaron Davey,Demons,2
2013,Stewart Crameri,Bombers,1
2013,Lachie Neale,Dockers,1
2013,Tory Dickson,Bulldogs,1
2013,James Kelly,Cats,1
2013,Oliver Wines,Power,1
2013,Jack Gunston,Hawks,1
2013,Nick Vlastuin,Tigers,1
2013,Dean Terlich,Demons,1
2013,Leigh Adams,Kangaroos,1
2013,Joel Patfull,Lions,1
2013,Zachary Clarke,Dockers,1
2013,Dale Thomas,Magpies,1
2013,Tyrone Vickery,Tigers,1
2013,Steven Motlop,Cats,1
2013,Patrick Ryder,Bombers,1
2013,Daniel Giansiracusa,Bulldogs,1
2013,James Podsiadly,Cats,1
2013,David Swallow,Suns,1
2013,Mark Lecras,Eagles,1
2013,Dylan Shiel,Giants,1
2013,Jack Darling,Eagles,1
2013,Jack Redden,Lions,1
2013,Michael Hurley,Bombers,1
2013,Kane Lucas,Blues,1
2013,Ashley McGrath,Lions,1
2013,Heath Hocking,Bombers,1
2013,Jesse White,Swans,1
2013,Tom Nicholls,Suns,1
2013,Jason Blake,Saints,1
2013,Andrew Mackie,Cats,1
2013,Lachie Whitfield,Giants,1
2013,Jared Brennan,Suns,1
2013,Ben McEvoy,Saints,1
2013,Michael Talia,Bulldogs,1
2013,Campbell Brown,Suns,1
2013,Dayne Beams,Magpies,1
2013,Ryan Bastinac,Kangaroos,1
2013,Nick Dal Santo,Saints,1
2014,Matthew Priddis W,Eagles,26
2014,Nathan Fyfe,Dockers,25
2014,Gary Ablett,Suns,22
2014,Lance Franklin,Swans,22
2014,Patrick Dangerfield,Crows,21
2014,Josh Kennedy,Swans,21
2014,Travis Boak,Power,21
2014,Joel Selwood,Cats,21
2014,Steve Johnson,Cats,19
2014,Trent Cotchin,Tigers,18
2014,Scott Pendlebury,Magpies,16
2014,Dayne Beams,Magpies,16
2014,Jordan Lewis,Hawks,15
2014,Callan Ward,Giants,15
2014,Brent Harvey,Kangaroos,15
2014,Tom Rockliff,Lions,15
2014,Dyson Heppell,Bombers,14
2014,Scott Thompson,Crows,14
2014,Robbie Gray,Power,14
2014,David Mundy,Dockers,13
2014,Dion Prestia,Suns,13
2014,Nathan Jones,Demons,13
2014,Michael Barlow,Dockers,13
2014,Dustin Martin,Tigers,13
2014,Ben Cunnington,Kangaroos,13
2014,Mitchell Duncan,Cats,12
2014,Luke Parker,Swans,12
2014,Ben McGlynn,Swans,12
2014,Luke Hodge,Hawks,12
2014,Brett Deledio,Tigers,12
2014,Dom Tyson,Demons,11
2014,Daniel Hannebery,Swans,11
2014,Nick Riewoldt,Saints,11
2014,Joshua Kennedy,Eagles,11
2014,Jarryd Roughead,Hawks,11
2014,Jackson Macrae,Bulldogs,10
2014,Rory Sloane,Crows,10
2014,Hamish Hartlett,Power,10
2014,Brandon Ellis,Tigers,9
2014,Andrew Swallow,Kangaroos,9
2014,Steele Sidebottom,Magpies,9
2014,Stephen Hill,Dockers,9
2014,Luke Shuey,Eagles,9
2014,Marc Murphy,Blues,9
2014,Bryce Gibbs,Blues,9
2014,Pearce Hanley,Lions,9
2014,Brendon Goddard,Bombers,9
2014,Sam Mitchell,Hawks,8
2014,Jobe Watson,Bombers,8
2014,David Zaharakis,Bombers,8
2014,Shane Mumford,Giants,8
2014,Dayne Zorko,Lions,8
2014,Kade Simpson,Blues,8
2014,Nick Dal Santo,Kangaroos,8
2014,Liam Shiels,Hawks,7
2014,Lachie Neale,Dockers,7
2014,Adam Cooney,Bulldogs,7
2014,Brad Ebert,Power,7
2014,Aaron Sandilands,Dockers,7
2014,Jack Riewoldt,Tigers,7
2014,Harry Taylor,Cats,7
2014,Jimmy Bartel,Cats,7
2014,Tom Hawkins,Cats,7
2014,Leigh Montagna,Saints,7
2014,Chris Judd,Blues,7
2014,Jake Carlisle,Bombers,6
2014,Bernie Vince,Demons,6
2014,Jack Gunston,Hawks,6
2014,Jamie Elliott,Magpies,6
2014,Jay Schulz,Power,6
2014,Mathew Stokes,Cats,6
2014,Harley Bennell,Suns,6
2014,Chad Wingard,Power,6
2014,Mark Lecras,Eagles,6
2014,Sam Gibson,Kangaroos,6
2014,Sam Jacobs,Crows,6
2014,Hayden Ballantyne,Dockers,6
2014,Andrew Gaff,Eagles,6
2014,Lachlan Henderson,Blues,6
2014,Jarrad McVeigh,Swans,5
2014,Luke Breust,Hawks,5
2014,Lenny Hayes,Saints,5
2014,Thomas Liberatore,Bulldogs,5
2014,Oliver Wines,Power,5
2014,Brad Sewell,Hawks,5
2014,Matthew Boyd,Bulldogs,5
2014,Taylor Walker,Crows,5
2014,David Swallow,Suns,5
2014,Adam Treloar,Giants,5
2014,Jack Redden,Lions,5
2014,Kieren Jack,Swans,5
2014,Dane Swan,Magpies,5
2014,Kane Cornes,Power,5
2014,Jared Polec,Power,5
2014,Ryan Griffen,Bulldogs,5
2014,Marcus Bontempelli,Bulldogs,4
2014,Stewart Crameri,Bulldogs,4
2014,Isaac Smith,Hawks,4
2014,Stefan Martin,Lions,4
2014,Nick Malceski,Swans,4
2014,Grant Birchall,Hawks,4
2014,Scott Thompson,Kangaroos,4
2014,Paul Chapman,Bombers,4
2014,Brodie Smith,Crows,4
2014,Anthony Miles,Tigers,4
2014,James Podsiadly,Crows,4
2014,Christopher Yarran,Blues,4
2014,Eddie Betts,Crows,4
2014,Devon Smith,Giants,4
2014,Travis Cloke,Magpies,4
2014,Tom Lynch,Suns,4
2014,Jarrad Waite,Blues,4
2014,Michael Johnson,Dockers,3
2014,Brock McLean,Blues,3
2014,Lachlan Hansen,Kangaroos,3
2014,Josh Jenkins,Crows,3
2014,Steven May,Suns,3
2014,Andrejs Everitt,Blues,3
2014,Michael Hibberd,Bombers,3
2014,Clinton Jones,Saints,3
2014,Justin Westhoff,Power,3
2014,James Frawley,Demons,3
2014,Todd Goldstein,Kangaroos,3
